BAD,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,,57761,Other,,0,0,310.4829388,0,18,38.50570506
0,64659,96063,Mgr,8,0,0,201.0682871,2,18,31.54182212
0,52644,96376,Other,7,0,0,238.3801452,0,19,34.94670077
0,62754,101781,ProfExe,19,0,0,628.9819479,0,24,20.20030223
1,129697,167475,ProfExe,5,0,1,202.6038029,1,18,22.04393384
0,,148018,,,,,,,,15.93805779
0,191970,232998,ProfExe,3,0,0,301.1384524,0,27,36.78846956
0,64803,92258,Other,3,1,0,84.92588137,2,29,33.68409323
0,90702,115355,Mgr,24,,0,308.85054,1,42,38.79333433
0,70497,103855,Mgr,13,0,0,149.9896104,0,27,33.76898573
0,41279,59993,Other,0,0,0,111.2375972,0,17,20.9297294
0,18059,57109,Other,26,0,1,213.0362848,0,24,25.54701032
0,95321,123082,Self,3,0,0,205.4415191,2,26,34.05349114
0,,81255,Sales,3,0,0,405.8678483,0,22,23.54212992
0,64350,93126,Office,6,,,181.8260463,,16,39.39135211
0,59702,97591,ProfExe,16,0,0,627.6620795,0,24,22.11885209
0,136032,180899,ProfExe,21,0,0,240.3474711,0,24,41.59674747
0,61067,96306,Other,5,0,0,228.898609,1,20,36.13495946
1,67312,95000,Mgr,3.9,0,2,122.7666667,0,32,
0,65017,88066,Other,3,0,0,93.55292753,1,29,32.01107938
0,107241,138883,Mgr,9,1,0,201.7857441,5,18,41.14075208
1,161754,193666,Mgr,2,0,0,260.251081,0,27,30.27892939
0,28217,52804,Other,14,0,0,109.3656846,1,25,30.58772816
0,41174,86851,Other,25,0,0,267.1326089,0,7,24.38038951
0,131767,174684,Mgr,24,,4,329.647795,1,28,32.36162706
0,41130,81069,ProfExe,8,0,0,276.0876189,0,19,38.50140658
0,88244,103144,,8,,,,,,31.0726936
0,50876,74270,Other,5,0,0,72.00450998,1,19,34.9570299
0,108464,155821,Mgr,16,0,0,170.2231566,0,26,35.059327
0,,56390,Other,,0,1,314.2737125,0,19,37.74372511
0,58696,102176,ProfExe,18,0,0,629.0957663,0,23,22.82560712
0,,150364,,,,,,,,17.12566043
0,91732,140728,ProfExe,,0,0,203.9066776,0,21,27.69223742
0,62893,90989,Office,4,,,179.8468627,,16,38.63094673
0,76561,111389,Mgr,8,0,1,301.2329108,2,28,30.34670611
0,68275,89967,ProfExe,8,1,0,140.7144149,4,25,33.6949437
1,58577,69327,Other,4,0,2,110.4144797,2,33,133.5282704
0,,46846,Other,,,,77.55320305,,13,25.61429467
0,72681,105405,Mgr,0,,,230.0750645,4,23,43.51909332
0,76213,184360,Other,12,0,0,379.3499549,0,16,32.04036608
0,48191,65080,Other,26,0,0,302.849884,2,32,33.87069555
1,72638,109183,ProfExe,2,0,0,177.611648,2,22,48.27759122
1,163805,216500,Self,3.5,,,,,,
0,131200,163390,Other,7,1,0,215.0666667,1,20,
0,213000,280000,ProfExe,7,,5,468.8666667,,56,
0,42600,69500,Other,10,0,0,119.7,1,20,
1,56000,92000,Other,8,1,4,69.13333333,2,27,
1,47000,78000,Other,17.8,2,1,100.4666667,0,28,
1,32000,55000,Other,0.4,0,0,211.0333333,0,23,
0,48003,64720,Office,4,0,0,160.6060458,1,26,33.6299233
0,32946,52054,Self,6,0,,123.0672167,,10,24.02181712
0,,49906,Other,,,,96.75696905,,13,27.44124241
0,71902,101750,Other,5,0,0,214.3892524,0,13,29.04596406
0,95352,115077,Other,24,0,0,253.3293713,0,26,39.81680057
0,71680,101492,Mgr,1,,,230.3616162,5,24,39.87270885
0,61524,96308,Office,1,0,0,160.3831682,1,21,35.1122412
0,141937,179756,Mgr,6,0,0,328.3984932,0,16,43.91004585
0,75837,183443,Other,9,0,0,377.29104,0,17,31.43531612
0,93805,135780,ProfExe,5,0,0,155.0253817,0,31,34.64492165
0,83458,107589,Mgr,24,,0,314.066374,1,43,38.04372621
0,133867,174105,Mgr,26,,3,332.4098399,0,28,30.76863769
0,42862,63916,Office,5,0,0,182.93212,1,26,35.58378924
0,72712,185787,Other,10,0,0,362.1817044,1,16,31.86715522
0,109498,156191,Mgr,15,0,0,186.2019963,0,25,33.79421161
0,64601,100170,Office,2,0,0,156.675375,0,21,34.00023607
0,235937,266793,Self,5,1,0,242.6148614,2,51,36.88704865
0,184526,237546,ProfExe,2,0,0,291.6334148,0,26,39.48391375
0,62811,99320,Office,3,0,0,166.8610989,1,21,36.07127157
0,96345,135081,ProfExe,,0,0,217.4805423,0,20,26.79993001
0,112948,159050,Mgr,16,0,0,189.8390087,0,25,33.49396616
1,129355,171709,ProfExe,0,0,0,328.5141214,0,30,40.04844004
0,96043,140090,ProfExe,21,0,0,162.6404305,0,24,39.20510043
1,14511,81579,Other,7,0,3,272.938299,0,23,47.12058049
0,40905,81651,ProfExe,6,0,0,274.0020796,0,19,40.10944251
0,131804,171144,ProfExe,6,0,0,197.768728,0,37,19.77885179
0,144542,176611,ProfExe,5,,,179.239077,5,42,40.82316043
0,82472,110321,Other,,0,0,174.2399806,2,25,37.91287247
0,103162,135013,Mgr,9,1,0,188.9398399,5,18,40.67081708
0,81144,106102,Mgr,7,0,0,288.3727394,1,28,33.27141336
0,65310,89959,Other,2,0,0,89.7941492,1,30,33.98609881
0,143821,177028,Mgr,8,0,0,320.9234361,0,16,44.75295886
1,36000,,Other,19,4,0,113.5666667,2,20,
1,84083,107407,Self,2,0,1,153.2333333,6,23,
0,61496,102823,ProfExe,18,0,0,649.7471044,1,24,20.87256027
1,71734,100072,ProfExe,6,0,7,122.7994431,0,21,34.53043859
0,27793,50177,Other,16,0,0,136.401603,1,24,28.0529211
1,103783,132612,Sales,1,0,,120.3479666,0,19,203.3121487
0,91957,135827,ProfExe,,0,1,203.0716875,0,20,27.83335613
0,88825,104609,,8,,,,,,28.01323884
0,89847,136259,ProfExe,,0,0,210.0161196,0,21,29.77994226
0,64332,95770,Office,13,0,0,128.2392225,0,13,35.15764561
0,81379,105005,Other,,0,0,186.8909246,1,24,37.88976871
0,91165,99564,,8,,,,,,28.97862141
0,72262,94646,Other,2,0,0,105.9992656,1,29,31.8406351
0,89427,106590,,6,,,,,,29.37165152
0,48549,68957,Office,6,0,0,172.8107266,1,27,34.4567622
0,125750,165732,ProfExe,6,0,0,195.0845391,0,38,20.73303164
0,97865,120172,Self,2,0,0,200.5757523,1,26,36.39872872
0,35634,61149,Other,,0,0,204.6427862,0,13,41.11515894
0,89226,119604,Self,3,0,0,221.6813833,1,26,34.5562014
0,90924,116819,Other,24,0,0,245.8978616,1,27,40.85742704
0,45766,66192,Other,26,0,0,284.7815723,2,32,35.9367948
0,95289,122273,Mgr,9,0,0,118.6161343,1,23,30.44727454
0,,90205,Other,9,0,0,169.0149735,0,16,38.69873592
0,90246,119320,Other,22,0,0,239.2596449,1,26,41.33669648
1,52457,77436,Other,16,0,0,,0,0,33.56876627
0,18989,51607,Other,26,0,1,206.765495,0,24,27.55140882
0,44952,70191,Office,6,0,0,164.9639399,1,26,35.78815771
0,68049,93394,Mgr,6,0,0,191.1124423,2,18,32.13282224
0,133197,168990,Other,8,1,0,214.2845994,0,19,36.64262904
0,48286,81958,Mgr,6,0,0,248.8600943,2,25,32.46730089
1,54816,87000,Other,3.5,0,1,223.2,0,17,
1,,143168,Office,10,,,,,,35.73356733
0,,131203,Other,0,0,0,318.8471298,3,21,31.08415579
0,146371,179434,ProfExe,6,,,195.1781446,4,43,39.94505447
0,75708,102198,Mgr,2,,,231.4343159,5,23,42.17978642
0,,59600,Other,26,0,0,127.8,0,9,
0,90129,141785,ProfExe,23,1,0,158.9968245,0,25,40.33195033
0,37858,60890,Other,2,0,0,110.0572738,0,17,19.26843955
0,65587,87101,Other,3,0,0,83.23800004,2,30,32.03167837
0,62742,111921,ProfExe,15,0,3,282.9760159,0,36,27.14820546
0,132737,285749,Mgr,4,0,0,213.3929949,0,14,31.23611381
0,94109,97194,ProfExe,1,1,0,116.8186482,0,20,35.86611643
0,,66217,Other,24,0,1,122.1475515,1,8,20.17202126
0,55731,89079,Mgr,4,0,0,273.6743799,1,25,33.50940904
0,190239,233603,ProfExe,3,0,0,285.3312927,0,27,39.91648297
0,147696,118200,ProfExe,4,0,0,103.6727859,2,34,30.36171141
0,86144,138953,Other,13,0,0,110.0541983,3,15,41.8416909
0,62441,97293,Office,1,0,0,152.8327542,0,21,34.53125999
1,,116983,Other,,0,1,143.4146448,0,10,35.06031985
0,70769,183593,Other,11,0,0,367.0984875,1,17,33.78919233
0,30758,57280,Other,13,0,0,104.3956905,2,24,31.12039863
0,87875,139025,Other,10,0,0,112.9125146,2,15,38.50589728
0,136607,172414,Other,6,0,0,226.0402946,0,20,36.97693039
0,,68208,Other,26,0,0,119.5859013,0,8,20.81825554
0,50424,70281,Other,24,0,0,312.7384712,4,31,35.77167592
0,69846,189234,Other,11,0,0,357.8050619,0,17,30.56428034
0,36438,80176,ProfExe,10,0,0,289.7015389,0,19,39.92995455
0,57327,105411,ProfExe,14,0,3,276.1823627,0,35,29.2830325
0,94908,101678,ProfExe,1,1,0,125.7017044,0,19,33.22431913
0,141000,175000,Other,2,0,0,192.7666667,0,35,
0,82639,114266,Other,,0,0,186.1563472,2,25,37.9438682
0,96452,125277,Mgr,11,0,0,127.359922,1,23,30.98553896
0,126254,169638,ProfExe,6,0,0,176.7491631,0,38,17.62092021
0,82407,106431,Other,,0,0,169.8052711,0,24,39.48884444
0,140284,182591,ProfExe,21,0,0,224.9413467,0,24,41.8717558
0,56023,83659,Mgr,5,0,0,267.7555345,2,25,32.20078133
0,76196,100929,Other,17,0,0,180.731154,1,13,41.52602645
0,,78878,Sales,4,0,0,408.1876462,0,23,24.20093583
0,57553,101656,ProfExe,19,0,0,648.3284926,0,23,22.84647896
1,43712,75191,Office,6,0,0,50.71753483,2,18,37.10325125
0,,78812,Sales,4,0,0,412.0205467,0,24,25.63726309
0,138632,186585,ProfExe,20,0,0,225.8977256,0,24,42.76682961
0,144373,180927,ProfExe,5,,,175.8153754,5,43,40.31579003
0,,46665,Other,,,,85.1283538,,12,24.99135942
0,46910,75136,Other,10,0,0,119.2312044,1,19,43.829588
0,93734,98099,,8,,,,,,30.02008799
0,62949,99295,Office,15,0,0,145.3552803,0,14,36.03276029
1,76000,106000,Sales,2.6,1,0,138.9666667,2,38,
0,82983,106877,Other,,0,0,177.0176744,2,24,40.99520822
0,87141,140428,ProfExe,22,1,0,169.2836314,1,25,40.98061565
0,104752,143913,,,,,,,,36.76101419
0,18825,55549,Other,26,0,1,203.8609299,0,25,26.62907739
0,58068,97948,Office,1,0,0,160.0582364,1,21,34.35546078
0,74390,186176,Other,10,0,0,363.1401917,1,16,30.27099531
0,,71798,Office,6,0,0,119.7119548,2,5,19.62452779
0,76390,110315,Mgr,7,0,0,275.9553562,2,29,29.71360104
0,45279,68939,Other,6,0,0,77.22882195,1,19,35.5214873
1,19612,77300,ProfExe,15,0,6,173.4666667,0,19,
0,188250,233800,ProfExe,2,0,0,307.5727526,1,27,36.6907244
1,55753,87971,Other,1,0,0,56.6670994,0,13,64.77572776
1,9124,41900,Other,28,0,2,120.7333333,1,16,
0,46884,68142,Other,8,0,0,59.40577506,1,18,35.69663623
0,,55669,Other,,0,1,308.4251258,0,18,37.65407524
0,101536,147601,ProfExe,10,0,0,161.2557418,1,23,32.71942124
0,44372,67279,Other,6,0,0,75.81397134,2,19,36.52956948
0,7500,26500,Other,17,3,0,126.8333333,2,19,
0,236803,267036,Self,7,0,0,252.0735449,1,50,38.07409059
0,,63096,Other,,0,0,313.8097259,0,19,37.51332405
0,21549,49842,Other,25,0,0,300.2963125,,12,30.20398928
0,90475,136094,ProfExe,,0,1,207.784271,0,21,30.54921583
0,70694,95718,Office,11,0,0,138.1673596,0,13,38.56120628
0,16082,31196,Other,17,2,0,123.3686461,1,19,26.71625685
0,95060,134567,ProfExe,,0,0,194.2510061,0,20,27.15706127
0,31992,57986,Other,,0,0,226.2432432,0,12,38.67184311
1,,105700,Other,0.8,,,,,,
0,80406,108122,Other,17,0,0,211.9232754,0,13,41.4948398
0,27800,43403,Other,27,0,0,307.6242388,,12,31.91370468
0,85097,100730,,9,,,,,,29.50851727
0,90244,120751,Self,3,0,0,194.9872525,1,26,35.40605965
0,55284,92305,Other,7,0,0,241.0836493,1,19,37.47975712
0,,62276,Other,26,0,0,127.024625,0,8,20.40782558
0,140328,183533,Mgr,8,0,0,322.7881144,0,17,45.41317756
0,87884,116559,Mgr,23,,0,314.3944934,0,42,37.98813172
0,,151738,,,,,,,,16.42639471
0,43427,68308,Other,25,0,0,302.772262,2,31,34.87185516
0,96072,122441,Mgr,10,0,0,127.741782,1,24,33.60803731
0,31243,50602,Self,3,1,,135.1985187,,11,25.35716493
0,144975,180539,ProfExe,6,,,193.1196811,5,43,39.59359522
0,43948,86111,Other,24,0,0,258.3035939,0,7,26.61774876
1,88783,116967,Self,2,0,0,171.5062567,5,23,56.96183857
1,19500,38000,Other,,0,1,198.9,,17,
0,16997,45000,Other,25,0,0,118.6666667,1,11,
0,137000,204963,ProfExe,5,0,0,189.7,1,28,
0,114196,150000,Mgr,4,0,0,289.1333333,0,25,
0,59300,88000,Other,16,0,0,97.93333333,1,17,
1,35000,,Self,3,1,0,177.5,0,16,
1,136000,,ProfExe,3,1,6,303.2942857,1,27,
1,18655,48800,Other,3,0,0,65.96666667,3,12,
0,239568,266430,Self,7,0,0,243.7324175,3,50,35.87195895
0,111488,163796,Mgr,15,0,0,185.8020505,0,25,32.22967397
0,17575,50375,Other,23,0,0,135.7640508,0,11,22.9810051
1,164155,225184,Self,2,,,,,,31.56422692
0,57041,92081,Other,7,0,0,230.0597297,0,19,35.89670864
0,77435,113000,ProfExe,10,0,1,124.7666667,0,19,
1,30951,58000,Mgr,11,0,4,36.5,0,12,
0,184697,238729,ProfExe,2,0,0,317.6925568,0,26,37.78203628
0,61811,97086,Other,6,0,0,222.6265908,1,19,34.68253701
0,80005,102098,Other,18,1,0,196.2531041,1,12,39.7589325
0,104442,161366,Mgr,14,0,0,195.6423332,0,25,34.54080952
0,95549,112283,Other,22,0,0,243.3497326,0,28,39.08269663
0,57555,90732,Other,8,0,0,236.9619925,1,19,37.93487786
0,,49433,Other,,,,83.09972613,,13,26.14897018
1,10286,,Other,24.5,0,1,216.1333333,4,32,
0,45902,70212,Other,25,0,0,303.7624695,3,32,35.22386162
0,91491,141827,ProfExe,21,1,0,163.1743772,0,25,42.06098177
0,92572,121310,Mgr,9,0,0,117.0455007,1,24,30.48278003
0,242111,266670,Self,6,1,0,243.0031287,3,51,36.57538774
0,49798,67458,Other,6,0,0,68.93111023,2,18,36.46436586
1,121000,162900,Self,13,1,1,151.9333333,1,35,
1,37500,,ProfExe,4,0,0,123.8,0,14,
1,39808,,Self,3,1,0,184.7251127,0,16,51.63038059
0,68477,91598,Other,16,0,0,88.66520126,0,17,32.52309222
0,22763,47622,Other,23,0,0,126.9226912,1,10,23.04094471
0,63229,89394,Other,15,0,0,84.66879155,0,16,35.60488671
0,150939,183208,Other,1,0,0,205.776802,0,34,39.65633406
0,90626,116601,Self,2,0,0,226.1163866,1,27,34.49993837
0,104005,158224,Mgr,14,0,0,175.6220829,0,25,33.99242445
0,142000,175000,ProfExe,6,0,0,323.6666667,0,35,
0,70912,98353,ProfExe,9,1,0,126.2435974,3,26,36.37253142
0,50826,68199,Other,7,0,0,71.1819889,1,19,36.49620108
0,93520,137241,ProfExe,,0,0,199.7635632,0,20,27.47155969
0,41323,73309,Other,27,0,1,298.1859041,2,32,36.15527752
0,110442,138581,Mgr,9,2,0,175.1536895,4,17,40.34888533
0,236390,262210,Self,6,0,0,243.0779001,2,50,36.90666497
0,,144123,,,,,,,,15.52923014
0,55579,98320,ProfExe,1,0,0,187.0218108,0,26,33.47337359
0,21660,48475,Other,26,0,0,102.7828355,0,10,23.24795828
0,123686,153184,Mgr,4,0,0,298.2829133,0,25,36.33656439
0,,60628,Other,23,0,0,145.2927361,0,9,22.98481899
0,42276,68775,Other,24,0,0,309.6835856,2,31,32.74650689
0,110177,145000,Office,5,,,293.2365248,2,36,
1,119000,144400,Mgr,33,0,2,229.3,7,36,
1,88000,119100,Other,12,0,0,84.23333333,5,19,
0,237543,261393,Self,3,1,0,254.517448,2,50,37.90658567
1,69873,101484,Other,15,0,6,225.7525542,0,29,
0,50317,71327,Other,6,0,0,45.48580177,1,18,37.01414079
0,87838,104468,,6,,,,,,30.28035484
0,119111,154860,Mgr,3,0,0,296.9303901,0,25,38.49313261
0,147073,182069,Other,2,0,0,173.7149466,0,35,37.81236793
0,26366,54775,Other,13,0,0,101.6362349,2,24,29.09588127
0,,59888,Other,,0,0,288.2296811,0,19,38.58133284
0,,28900,Other,24,0,0,81.16666667,2,15,
0,109253,158257,Mgr,17,0,0,193.9652872,0,25,34.59449254
0,93411,140031,ProfExe,6,0,0,177.5112494,0,32,31.02733592
0,65233,96473,Other,15,0,0,80.09869097,1,17,35.44294677
0,91316,147837,ProfExe,23,0,0,170.0567485,0,24,42.66845465
0,80065,118423,ProfExe,8,0,1,126.5427462,0,18,26.2739081
0,61260,103842,ProfExe,1,0,0,179.5402847,0,26,33.59045514
0,217533,289931,ProfExe,6,,3,471.8875266,,55,31.33780789
0,112178,159638,Mgr,17,0,0,197.9695585,0,26,33.13017589
0,95843,123377,Self,2,0,0,201.9767562,1,26,32.90346813
0,33537,57048,Other,14,0,0,99.37613252,1,24,28.49500481
0,,149489,,,,,,,,15.44348605
0,21470,52228,Other,25,0,0,124.5599493,0,11,23.88812168
0,80072,107559,Other,18,0,0,194.8774602,0,12,39.21016963
0,118251,158758,Mgr,2,0,0,282.6499217,0,24,38.84480195
0,69615,94656,ProfExe,7,0,1,136.5556217,3,26,35.56529668
0,134188,171658,Other,5,1,0,219.1675779,0,20,34.98614057
0,67336,96060,ProfExe,8,0,1,142.3442498,3,25,35.97985624
0,62490,97467,Other,14,0,0,96.97267872,1,17,34.97565503
1,95736,134000,Mgr,1.5,0,1,122.5,2,20,
0,52000,84915,Office,0.4,0,1,93.16666667,0,23,
0,216787,281351,ProfExe,5,,4,473.8139861,,55,31.20117485
0,,51623,Other,,,,91.86238836,,12,28.87957066
0,82756,122917,ProfExe,11,0,1,108.6501412,0,18,26.12743668
0,123319,159934,Mgr,2,0,0,300.6251895,0,25,37.7861752
0,,35543,Other,21,0,0,83.11198815,1,15,29.8556335
0,113034,165176,Mgr,15,0,0,194.842164,0,26,32.77014793
0,83099,113245,ProfExe,9,0,1,122.7492164,0,19,28.12573109
0,71862,94704,Other,1,0,0,93.26171339,2,29,35.2905832
0,41300,61700,Office,19,0,0,181.6333333,2,22,
0,135278,164559,Other,5,1,0,225.3668485,0,20,34.07915769
0,,146804,,,,,,,,17.26353485
1,75636,112956,ProfExe,1,1,0,318.5461654,3,42,
0,221331,289991,ProfExe,5,,4,474.0270741,,55,31.46338455
0,55435,89663,Mgr,7,0,0,252.6220694,2,26,34.74184793
0,149235,178454,ProfExe,5,0,0,324.1377835,0,34,38.70999145
0,111107,163926,Mgr,15,0,1,170.6294314,1,26,32.93429181
0,23231,54024,Other,24,0,0,118.1540915,0,11,23.26522492
0,109377,133116,Mgr,10,1,0,184.3557829,5,17,40.2026301
1,79347,108238,Other,0,1,0,45.62588779,6,49,46.99603429
0,53925,83056,Mgr,4,0,0,251.1883928,2,25,34.88924173
0,44306,74197,Other,5,0,0,73.71525064,1,18,35.44157026
0,98900,115052,Other,23,0,0,239.4260738,1,26,41.70053078
0,77022,112172,Mgr,9,0,1,306.8710779,2,28,30.12004195
0,,59934,Other,,0,1,305.6823468,0,18,38.02973836
0,,63753,Other,,0,0,300.7572856,0,19,40.13447676
0,144410,211936,ProfExe,3,0,0,195.0703595,1,28,38.92615688
0,109084,140355,Mgr,11,2,0,183.7952585,5,18,40.60479583
0,,45167,Other,,,,84.73561794,,12,28.45701893
0,98139,121696,Self,3,0,0,208.5232669,1,27,32.64426513
1,132000,165000,Mgr,19,0,0,187.6666667,4,35,
1,37200,67000,Other,10,1,8,242.4666667,4,23,
0,82670,106563,Mgr,8,0,0,302.984432,2,28,30.95648584
0,43287,72898,Other,8,0,0,87.01103562,1,18,34.0310957
1,76220,102087,Mgr,6,0,1,126.6410196,0,32,48.56957404
0,64537,93212,ProfExe,7,1,1,120.3514204,4,25,34.68608867
0,46116,77519,Other,9,0,0,120.0835519,1,19,42.92950927
0,60778,94374,Other,5,0,0,232.1188078,1,20,34.92549001
0,17139,33269,Other,16,3,0,124.1968265,1,18,26.27583242
0,134427,169444,Other,7,1,0,202.4473261,0,19,35.3492119
0,89530,146815,ProfExe,19,1,0,164.7703104,1,25,39.34585859
0,92168,143484,ProfExe,6,0,0,159.5834421,0,31,34.14587135
1,62191,83694,Other,3,0,0,55.9375123,0,14,62.11072187
0,51155,83000,Other,9,1,1,139.0333333,3,30,
0,139241,171296,Other,6,1,0,220.6871583,0,19,35.59165567
1,77000,115006,Other,10,0,0,293.2333333,0,36,
0,,48291,Other,,,,94.07837758,,12,25.61784573
1,74800,105000,Mgr,10,0,5,163.3,2,46,
0,,60685,Other,,0,0,311.9358895,0,19,39.4217139
0,60504,93907,Office,1,0,0,99.99371532,0,23,33.49035424
0,95651,148280,ProfExe,21,1,0,154.5654328,0,24,42.69533127
1,47032,75957,Other,9,0,7,259.4665279,3,22,40.78797575
0,,62619,Other,26,0,0,112.9674833,0,8,21.26380538
0,109000,175000,Sales,17,0,0,298.3333333,1,31,
0,94000,125000,Office,11,0,1,151.1333333,0,29,
0,99348,200000,Other,23,0,0,199.8333333,0,19,
0,149000,202500,Other,11,0,0,256.6666667,2,34,
0,177000,226000,ProfExe,0.4,0,0,305.1331253,1,33,
0,136375,236250,ProfExe,29,0,0,354.1,1,19,
0,23900,55700,Office,2.5,0,0,116.6333333,2,7,
0,19600,71000,Other,,2,2,93.33333333,2,26,
0,145000,185000,Self,2,0,0,176.5,1,17,
0,57459,96000,Other,16,0,1,133.7666667,0,30,
0,188545,241279,Other,9,0,0,102.5,2,26,
0,84000,120000,Other,1.5,0,0,188.7682131,2,25,
0,94000,141750,Mgr,22,0,0,209,0,13,
0,77590,108290,Office,10,0,1,396.7333333,0,45,
0,126462,207200,ProfExe,10,0,0,239.8,3,27,
0,89000,122000,ProfExe,0,1,0,193.8,3,38,
0,199000,236200,Other,8,0,0,133.3666667,1,42,
0,140000,183600,ProfExe,12.6,0,1,148.1333333,0,37,
0,22800,49523,Other,36,0,0,281.0666667,1,24,
0,,113000,Mgr,9,1,0,168.4,0,27,
0,65000,99000,ProfExe,12,0,0,283.0666667,1,33,
0,42632,71000,Other,24,,1,284.9333333,1,30,
1,70150,,Office,4,2,,104.5333333,0,7,
0,71700,122500,Office,0,0,0,303.4,1,24,
0,69300,111800,Other,5,0,0,95.36666667,2,32,
0,127491,178453,Mgr,1,,,120.4,,39,
0,65700,93400,Office,10,0,0,149.1666667,0,21,
1,98500,130000,Other,5,0,1,201.8333333,4,43,
1,46451,89600,Office,10,1,2,95.36666667,2,15,
1,71081,112500,Mgr,3,2,0,87.2,1,27,
1,,,Other,22,0,2,203.2,0,23,
1,26743,57000,Other,2,0,0,90.6,3,19,
1,110048,,Other,1,0,1,126.4,2,24,
1,110676,,Sales,8,2,0,119.3666667,0,6,
1,184000,232760,Other,4,0,4,230.1,2,44,
1,160000,220000,Other,7,0,6,228.0666667,2,35,
1,82000,128325,Mgr,,0,1,10.13333333,,41,
1,95000,127000,ProfExe,15,1,2,296.2,2,27,
1,105750,141000,Office,15,1,2,305.3666667,2,14,
1,,72970,ProfExe,1.8,4,0,198.8,0,18,
1,117500,165000,ProfExe,17.5,0,3,239.4,1,27,
1,123184,200000,Other,12,0,1,160.3,1,32,
1,90000,128000,Other,10,1,1,73.03333333,5,40,
1,,48700,ProfExe,11,0,3,41.56666667,3,6,
1,101250,135000,Self,3,0,0,301.3,4,46,
1,175225,211000,ProfExe,13,1,2,148.1333333,4,53,
1,86000,,Other,14,1,0,144.0333333,2,40,
1,59000,34000,Sales,10,4,2,125.8333333,7,23,
1,106282,167500,ProfExe,14,2,4,198.8666667,2,28,
1,68000,,Other,8,,1,134.7666667,3,33,
1,191600,231000,Other,,,3,106.8,1,27,
1,59841,108620,Self,20,0,0,101.4666667,0,4,
1,132000,165000,ProfExe,10,0,0,196.8333333,1,29,
1,122000,151200,Office,1,1,6,262.3333333,3,30,
1,104000,188500,Other,0.7,0,11,194.8,1,14,
1,86000,120000,Mgr,6,2,1,105.5333333,8,16,
1,11300,154340,Other,19,1,5,119.6666667,1,21,
1,39000,72500,Other,3,0,1,114.6666667,3,22,
1,112000,157000,Office,5.5,0,0,63.9,3,9,
1,103700,172762,Other,4,0,0,,0,0,
1,75110,114208,Mgr,3,2,0,83.05264747,1,27,45.74394906
0,,45764,Other,,,,107.1447608,,12,27.77990534
0,135501,184613,Mgr,0,,,119.5305254,,39,30.65881623
0,,35000,Other,10,1,,88.93333333,,14,
0,83624,116976,ProfExe,9,0,0,129.5495932,0,19,29.42773368
0,72077,104294,Mgr,1,,,232.0511235,4,24,40.64547977
0,36108,84365,Other,23,0,0,248.8515009,0,7,26.02704025
0,85337,104607,,6,,,,,,27.95047513
0,28778,50872,Other,28,0,0,304.1951532,,12,31.59946433
0,147622,187441,Self,3,0,0,170.4807208,0,16,41.52143161
0,77088,111568,Mgr,7,0,0,288.0080252,2,29,32.55083764
0,21490,71571,Other,,1,1,101.9251329,1,25,30.44411926
0,28244,48375,Other,28,0,0,303.0950845,,13,31.68881825
0,46614,69750,Office,17,0,0,193.2525794,1,22,33.71535165
0,,59783,Other,,0,0,307.7497359,0,19,39.27702198
0,65633,100776,Other,15,0,1,141.9381303,0,29,40.62020969
0,41314,71357,Office,19,0,0,183.6314283,1,22,33.66553412
0,58042,98964,Other,16,0,1,125.7958639,0,29,38.3722235
0,26889,47061,Other,28,0,0,318.9013325,,13,31.32456596
0,118559,150172,Office,4,,,279.1980214,1,37,42.98797946
0,26211,42517,Other,28,0,0,313.3362279,,12,31.29506957
0,96627,128022,ProfExe,1,0,0,197.6334714,3,37,35.98054235
0,66938,92544,ProfExe,8,1,1,135.6650702,4,26,34.56587631
0,23269,75668,Other,,2,1,73.31788498,2,25,28.16593014
0,143881,243809,ProfExe,27,0,0,353.9908365,1,18,39.87670703
0,73398,115065,Other,5,0,0,88.60633747,2,31,42.05024445
0,44639,75412,Other,22,,1,284.9136704,0,29,39.51801709
0,24205,54464,Other,25,0,0,116.4407697,0,11,22.45936936
0,137489,168216,Other,7,1,0,211.2089809,1,20,34.76794885
0,108235,201918,Other,24,0,0,199.4864637,0,19,23.65233981
0,94712,127247,Office,8,0,0,166.82201,0,30,39.02592642
0,55283,103324,ProfExe,0,0,0,181.4513682,0,26,32.92386047
0,63258,100392,ProfExe,0,0,0,194.7013158,0,25,35.27446098
0,22773,72541,Other,,1,2,92.583557,1,26,30.42091482
0,51789,75569,Other,25,,1,281.9286846,1,30,40.87461909
0,26255,50963,Other,24,0,0,302.4312241,,12,31.25832865
0,137054,207511,ProfExe,4,0,0,188.5746595,0,27,39.96388766
0,,68083,Other,26,0,0,128.4230865,0,8,21.05500114
0,75037,102227,Office,9,0,0,148.7297782,0,21,37.23969674
0,73168,93608,Office,9,0,0,151.1214795,0,21,35.59032677
0,55823,90658,Office,0,0,0,85.31414308,0,22,35.57129493
0,69510,90781,ProfExe,6,0,1,143.8313539,4,25,35.3269126
0,74038,114722,Mgr,9,0,1,304.0041559,1,28,31.36072725
0,60084,88898,Other,7,0,0,227.0869244,0,19,36.44443099
0,137813,214014,ProfExe,5,0,0,187.1925099,0,27,38.65684666
0,139427,245988,ProfExe,28,0,0,366.1101514,1,18,36.27844415
